From	To	Species	Gene Name
ENSBTAG00000018877	PDIA5	Bos taurus	protein disulfide isomerase family A member 5(PDIA5)
ENSBTAG00000030523	ZPBP2	Bos taurus	zona pellucida binding protein 2(ZPBP2)
ENSBTAG00000018870	OTOA	Bos taurus	otoancorin(OTOA)
ENSBTAG00000017545	FCHO2	Bos taurus	FCH and mu domain containing endocytic adaptor 2(FCHO2)
ENSBTAG00000016213	SYCE2	Bos taurus	synaptonemal complex central element protein 2(SYCE2)
ENSBTAG00000018872	F12	Bos taurus	coagulation factor XII(F12)
ENSBTAG00000018873	TTPAL	Bos taurus	alpha tocopherol transfer protein like(TTPAL)
ENSBTAG00000017543	ATP23	Bos taurus	ATP23 metallopeptidase and ATP synthase assembly factor homolog(ATP23)
ENSBTAG00000016229	KLF9	Bos taurus	KLF transcription factor 9(KLF9)
ENSBTAG00000016228	NMD3	Bos taurus	NMD3 ribosome export adaptor(NMD3)
ENSBTAG00000005570	WNT8A	Bos taurus	Wnt family member 8A(WNT8A)
ENSBTAG00000016227	ASCL1	Bos taurus	achaete-scute family bHLH transcription factor 1(ASCL1)
ENSBTAG00000018889	ATP6V0B	Bos taurus	ATPase H+ transporting V0 subunit b(ATP6V0B)
ENSBTAG00000043823	LOC112441938	Bos taurus	U6 spliceosomal RNA(LOC112441938)
ENSBTAG00000043826	LOC112449433	Bos taurus	U6 spliceosomal RNA(LOC112449433)
ENSBTAG00000005576	CLEC11A	Bos taurus	C-type lectin domain containing 11A(CLEC11A)
ENSBTAG00000004246	SPSB1	Bos taurus	splA/ryanodine receptor domain and SOCS box containing 1(SPSB1)
ENSBTAG00000005577	RNASEH2C	Bos taurus	ribonuclease H2 subunit C(RNASEH2C)
ENSBTAG00000004247	RPH3A	Bos taurus	rabphilin 3A(RPH3A)
ENSBTAG00000005578	KAT5	Bos taurus	lysine acetyltransferase 5(KAT5)
ENSBTAG00000005571	PHF20	Bos taurus	PHD finger protein 20(PHF20)
ENSBTAG00000004240	TMPO	Bos taurus	thymopoietin(TMPO)
ENSBTAG00000004241	G6PC2	Bos taurus	glucose-6-phosphatase catalytic subunit 2(G6PC2)
ENSBTAG00000005572	ZNF205	Bos taurus	zinc finger protein 205(ZNF205)
ENSBTAG00000004242	ARPC1A	Bos taurus	actin related protein 2/3 complex subunit 1A(ARPC1A)
ENSBTAG00000005573	SCAND1	Bos taurus	SCAN domain containing 1(SCAND1)
ENSBTAG00000004243	LYPLA1	Bos taurus	lysophospholipase 1(LYPLA1)
ENSBTAG00000005574	CLU	Bos taurus	clusterin(CLU)
ENSBTAG00000030517	SMIM33	Bos taurus	small integral membrane protein 33(SMIM33)
ENSBTAG00000031849	TMEM119	Bos taurus	transmembrane protein 119(TMEM119)
ENSBTAG00000030518	ECSCR	Bos taurus	endothelial cell surface expressed chemotaxis and apoptosis regulator(ECSCR)
ENSBTAG00000030519	KRT33B	Bos taurus	keratin 33B(KRT33B)
ENSBTAG00000018880	TRPV1	Bos taurus	transient receptor potential cation channel subfamily V member 1(TRPV1)
ENSBTAG00000004248	MLYCD	Bos taurus	malonyl-CoA decarboxylase(MLYCD)
ENSBTAG00000004249	TANC2	Bos taurus	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2(TANC2)
ENSBTAG00000031846	SART3	Bos taurus	spliceosome associated factor 3, U4/U6 recycling protein(SART3)
ENSBTAG00000016221	AMOT	Bos taurus	angiomotin(AMOT)
ENSBTAG00000016220	WIPF3	Bos taurus	WAS/WASL interacting protein family member 3(WIPF3)
ENSBTAG00000017551	DROSHA	Bos taurus	drosha ribonuclease III(DROSHA)
ENSBTAG00000031843	OR2B4	Bos taurus	olfactory receptor family 2 subfamily B member 4(OR2B4)
ENSBTAG00000018887	IPO13	Bos taurus	importin 13(IPO13)
ENSBTAG00000017550	CSNK1G3	Bos taurus	casein kinase 1 gamma 3(CSNK1G3)
ENSBTAG00000018888	DPH2	Bos taurus	diphthamide biosynthesis 2(DPH2)
ENSBTAG00000017557	QRSL1	Bos taurus	glutaminyl-tRNA amidotransferase subunit QRSL1(QRSL1)
ENSBTAG00000018881	SYT6	Bos taurus	synaptotagmin 6(SYT6)
ENSBTAG00000016225	COLEC11	Bos taurus	collectin subfamily member 11(COLEC11)
ENSBTAG00000018882	BSP5	Bos taurus	binder of sperm 5(BSP5)
ENSBTAG00000016224	RPS7	Bos taurus	ribosomal protein S7(RPS7)
ENSBTAG00000018883	DCTN3	Bos taurus	dynactin subunit 3(DCTN3)
ENSBTAG00000016223	SCRN1	Bos taurus	secernin 1(SCRN1)
ENSBTAG00000017554	RTN4IP1	Bos taurus	reticulon 4 interacting protein 1(RTN4IP1)
ENSBTAG00000018884	RING1	Bos taurus	ring finger protein 1(RING1)
ENSBTAG00000017528	SNAI3	Bos taurus	snail family transcriptional repressor 3(SNAI3)
ENSBTAG00000043816	LOC112448616	Bos taurus	small nucleolar RNA SNORA19(LOC112448616)
ENSBTAG00000017527	CRYBG1	Bos taurus	crystallin beta-gamma domain containing 1(CRYBG1)
ENSBTAG00000017525	ATG12	Bos taurus	autophagy related 12(ATG12)
ENSBTAG00000043819	LOC112447903	Bos taurus	U6 spliceosomal RNA(LOC112447903)
ENSBTAG00000018857	RAB4A	Bos taurus	RAB4A, member RAS oncogene family(RAB4A)
ENSBTAG00000018859	C18H19orf47	Bos taurus	chromosome 18 C19orf47 homolog(C18H19orf47)
ENSBTAG00000017529	CA8	Bos taurus	carbonic anhydrase 8(CA8)
ENSBTAG00000005542	EPS15	Bos taurus	epidermal growth factor receptor pathway substrate 15(EPS15)
ENSBTAG00000004211	TNFRSF1A	Bos taurus	TNF receptor superfamily member 1A(TNFRSF1A)
ENSBTAG00000004212	ACTE1	Bos taurus	actin epsilon 1(ACTE1)
ENSBTAG00000006876	PMPCB	Bos taurus	peptidase, mitochondrial processing subunit beta(PMPCB)
ENSBTAG00000006870	RASGEF1A	Bos taurus	RasGEF domain family member 1A(RASGEF1A)
ENSBTAG00000029512	LOC112448628	Bos taurus	U1 spliceosomal RNA(LOC112448628)
ENSBTAG00000004219	LOC618881	Bos taurus	60S ribosomal protein L27 pseudogene(LOC618881)
ENSBTAG00000031837	IMPDH2	Bos taurus	inosine monophosphate dehydrogenase 2(IMPDH2)
ENSBTAG00000030507	LOC783993	Bos taurus	ferritin light chain(LOC783993)
ENSBTAG00000005546	HOXB7	Bos taurus	homeobox B7(HOXB7)
ENSBTAG00000004215	RARRES2	Bos taurus	retinoic acid receptor responder 2(RARRES2)
ENSBTAG00000031834	LOC514011	Bos taurus	uncharacterized LOC514011(LOC514011)
ENSBTAG00000006878	TAF1	Bos taurus	TATA-box binding protein associated factor 1(TAF1)
ENSBTAG00000030502	LOC785933	Bos taurus	orphan sodium- and chloride-dependent neurotransmitter transporter NTT5(LOC785933)
ENSBTAG00000005547	VCPKMT	Bos taurus	valosin containing protein lysine methyltransferase(VCPKMT)
ENSBTAG00000006877	MMP16	Bos taurus	matrix metallopeptidase 16(MMP16)
ENSBTAG00000030503	H2AJ	Bos taurus	H2A.J histone(H2AJ)
ENSBTAG00000004216	MAP3K2	Bos taurus	mitogen-activated protein kinase kinase kinase 2(MAP3K2)
ENSBTAG00000030504	H4C16	Bos taurus	H4 histone 16(H4C16)
ENSBTAG00000005548	HYAL4	Bos taurus	hyaluronidase 4(HYAL4)
ENSBTAG00000006879	HOXC11	Bos taurus	homeobox C11(HOXC11)
ENSBTAG00000031835	OR1O9	Bos taurus	olfactory receptor family 1 subfamily O member 9(OR1O9)
ENSBTAG00000030505	LOC785907	Bos taurus	orphan sodium- and chloride-dependent neurotransmitter transporter NTT5-like(LOC785907)
ENSBTAG00000018852	APC	Bos taurus	APC regulator of WNT signaling pathway(APC)
ENSBTAG00000031832	OR1O8	Bos taurus	olfactory receptor family 1 subfamily O member 8(OR1O8)
ENSBTAG00000018854	SOD1	Bos taurus	superoxide dismutase 1(SOD1)
ENSBTAG00000018855	SCAF4	Bos taurus	SR-related CTD associated factor 4(SCAF4)
ENSBTAG00000017524	CBLN4	Bos taurus	cerebellin 4 precursor(CBLN4)
ENSBTAG00000018851	MYCBP2	Bos taurus	MYC binding protein 2(MYCBP2)
ENSBTAG00000017521	ATOH7	Bos taurus	atonal bHLH transcription factor 7(ATOH7)
ENSBTAG00000016208	TGM2	Bos taurus	transglutaminase 2(TGM2)
ENSBTAG00000043806	LOC112442103	Bos taurus	U2 spliceosomal RNA(LOC112442103)
ENSBTAG00000016206	MAOA	Bos taurus	monoamine oxidase A(MAOA)
ENSBTAG00000017537	PTGIS	Bos taurus	prostaglandin I2 synthase(PTGIS)
ENSBTAG00000043807	LOC112443905	Bos taurus	small nucleolar RNA SNORA18(LOC112443905)
ENSBTAG00000017536	MPP3	Bos taurus	MAGUK p55 scaffold protein 3(MPP3)
ENSBTAG00000018868	METTL9	Bos taurus	methyltransferase like 9(METTL9)
ENSBTAG00000018869	IGSF6	Bos taurus	immunoglobulin superfamily member 6(IGSF6)
ENSBTAG00000016209	SLURP1	Bos taurus	secreted LY6/PLAUR domain containing 1(SLURP1)
ENSBTAG00000004222	SAT2	Bos taurus	spermidine/spermine N1-acetyltransferase family member 2(SAT2)
ENSBTAG00000004223	SRR	Bos taurus	serine racemase(SRR)
ENSBTAG00000006884	PABPN1	Bos taurus	poly(A) binding protein nuclear 1(PABPN1)
ENSBTAG00000004224	C7H19orf38	Bos taurus	chromosome 7 C19orf38 homolog(C7H19orf38)
ENSBTAG00000043800	LOC112442135	Bos taurus	U6 spliceosomal RNA(LOC112442135)
ENSBTAG00000006886	FAM117A	Bos taurus	family with sequence similarity 117 member A(FAM117A)
ENSBTAG00000005556	CYGB	Bos taurus	cytoglobin(CYGB)
ENSBTAG00000004225	TSR1	Bos taurus	TSR1 ribosome maturation factor(TSR1)
ENSBTAG00000006881	SLC35B1	Bos taurus	solute carrier family 35 member B1(SLC35B1)
ENSBTAG00000005550	SOS2	Bos taurus	SOS Ras/Rho guanine nucleotide exchange factor 2(SOS2)
ENSBTAG00000006883	EIF4B	Bos taurus	eukaryotic translation initiation factor 4B(EIF4B)
ENSBTAG00000004221	ESM1	Bos taurus	endothelial cell specific molecule 1(ESM1)
ENSBTAG00000006882	IQGAP3	Bos taurus	IQ motif containing GTPase activating protein 3(IQGAP3)
ENSBTAG00000031829	FTSJ1	Bos taurus	FtsJ RNA 2'-O-methyltransferase 1(FTSJ1)
ENSBTAG00000031828	LOC616323	Bos taurus	uncharacterized LOC616323(LOC616323)
ENSBTAG00000004226	SHBG	Bos taurus	sex hormone binding globulin(SHBG)
ENSBTAG00000005557	AFDN	Bos taurus	afadin, adherens junction formation factor(AFDN)
ENSBTAG00000004227	TBCK	Bos taurus	TBC1 domain containing kinase(TBCK)
ENSBTAG00000005559	LOC781220	Bos taurus	chromobox 1 pseudogene(LOC781220)
ENSBTAG00000031824	RBM19	Bos taurus	RNA binding motif protein 19(RBM19)
ENSBTAG00000017531	FETUB	Bos taurus	fetuin B(FETUB)
ENSBTAG00000018863	PRIMPOL	Bos taurus	primase and DNA directed polymerase(PRIMPOL)
ENSBTAG00000018864	CENPU	Bos taurus	centromere protein U(CENPU)
ENSBTAG00000017530	PLGRKT	Bos taurus	plasminogen receptor with a C-terminal lysine(PLGRKT)
ENSBTAG00000016204	C1RL	Bos taurus	complement C1r subcomponent like(C1RL)
ENSBTAG00000016203	ZNF16	Bos taurus	zinc finger protein 16(ZNF16)
ENSBTAG00000017533	LRRC1	Bos taurus	leucine rich repeat containing 1(LRRC1)
ENSBTAG00000018861	C5H12orf56	Bos taurus	chromosome 5 C12orf56 homolog(C5H12orf56)
ENSBTAG00000016202	TREH	Bos taurus	trehalase(TREH)
ENSBTAG00000018862	EIF4E3	Bos taurus	eukaryotic translation initiation factor 4E family member 3(EIF4E3)
ENSBTAG00000018838	IQCA1L	Bos taurus	IQ motif containing with AAA domain 1 like(IQCA1L)
ENSBTAG00000018839	AWAT1	Bos taurus	acyl-CoA wax alcohol acyltransferase 1(AWAT1)
ENSBTAG00000017505	PAXIP1	Bos taurus	PAX interacting protein 1(PAXIP1)
ENSBTAG00000017504	FAIM2	Bos taurus	Fas apoptotic inhibitory molecule 2(FAIM2)
ENSBTAG00000018834	PPP1R37	Bos taurus	protein phosphatase 1 regulatory subunit 37(PPP1R37)
ENSBTAG00000017509	MYPN	Bos taurus	myopalladin(MYPN)
ENSBTAG00000017508	CYSLTR2	Bos taurus	cysteinyl leukotriene receptor 2(CYSLTR2)
ENSBTAG00000017507	SV2C	Bos taurus	synaptic vesicle glycoprotein 2C(SV2C)
ENSBTAG00000018837	SLC39A11	Bos taurus	solute carrier family 39 member 11(SLC39A11)
ENSBTAG00000006852	ACYP2	Bos taurus	acylphosphatase 2(ACYP2)
ENSBTAG00000006851	LOC617565	Bos taurus	C-type lectin domain family 2 member D11(LOC617565)
ENSBTAG00000005522	PLSCR5	Bos taurus	phospholipid scramblase family member 5(PLSCR5)
ENSBTAG00000005523	XYLT1	Bos taurus	xylosyltransferase 1(XYLT1)
ENSBTAG00000006853	IFNK	Bos taurus	interferon kappa(IFNK)
ENSBTAG00000031809	DENND1C	Bos taurus	DENN domain containing 1C(DENND1C)
ENSBTAG00000006859	LOC100336941	Bos taurus	carcinoembryonic antigen-related cell adhesion molecule 4(LOC100336941)
ENSBTAG00000005524	HBP1	Bos taurus	HMG-box transcription factor 1(HBP1)
ENSBTAG00000006855	TDRD1	Bos taurus	tudor domain containing 1(TDRD1)
ENSBTAG00000005525	LHX6	Bos taurus	LIM homeobox 6(LHX6)
ENSBTAG00000005526	COG5	Bos taurus	component of oligomeric golgi complex 5(COG5)
ENSBTAG00000031814	SDS	Bos taurus	serine dehydratase(SDS)
ENSBTAG00000005527	GIPR	Bos taurus	gastric inhibitory polypeptide receptor(GIPR)
ENSBTAG00000018831	DAO	Bos taurus	D-amino acid oxidase(DAO)
ENSBTAG00000031810	WDR88	Bos taurus	WD repeat domain 88(WDR88)
ENSBTAG00000018833	SVOP	Bos taurus	SV2 related protein(SVOP)
ENSBTAG00000017502	RIMKLA	Bos taurus	ribosomal modification protein rimK like family member A(RIMKLA)
ENSBTAG00000017500	KCNK12	Bos taurus	potassium two pore domain channel subfamily K member 12(KCNK12)
ENSBTAG00000017517	ZNF236	Bos taurus	zinc finger protein 236(ZNF236)
ENSBTAG00000018849	AICDA	Bos taurus	activation induced cytidine deaminase(AICDA)
ENSBTAG00000017514	CCND1	Bos taurus	cyclin D1(CCND1)
ENSBTAG00000018845	DND1	Bos taurus	DND microRNA-mediated repression inhibitor 1(DND1)
ENSBTAG00000018846	CLN5	Bos taurus	CLN5 intracellular trafficking protein(CLN5)
ENSBTAG00000018847	HARS1	Bos taurus	histidyl-tRNA synthetase 1(HARS1)
ENSBTAG00000018848	FBXL3	Bos taurus	F-box and leucine rich repeat protein 3(FBXL3)
ENSBTAG00000004200	GTPBP3	Bos taurus	GTP binding protein 3, mitochondrial(GTPBP3)
ENSBTAG00000005532	PEX6	Bos taurus	peroxisomal biogenesis factor 6(PEX6)
ENSBTAG00000006862	MEIS3	Bos taurus	Meis homeobox 3(MEIS3)
ENSBTAG00000005533	PPP2R5D	Bos taurus	protein phosphatase 2 regulatory subunit B'delta(PPP2R5D)
ENSBTAG00000005534	ENO3	Bos taurus	enolase 3(ENO3)
ENSBTAG00000006864	LOC107131209	Bos taurus	complement C4-like(LOC107131209)
ENSBTAG00000004203	VPS33A	Bos taurus	VPS33A core subunit of CORVET and HOPS complexes(VPS33A)
ENSBTAG00000006861	C11H2orf73	Bos taurus	chromosome 11 C2orf73 homolog(C11H2orf73)
ENSBTAG00000006860	VWA2	Bos taurus	von Willebrand factor A domain containing 2(VWA2)
ENSBTAG00000004208	PLEKHG6	Bos taurus	pleckstrin homology and RhoGEF domain containing G6(PLEKHG6)
ENSBTAG00000031806	ZNF48	Bos taurus	zinc finger protein 48(ZNF48)
ENSBTAG00000004204	GPR107	Bos taurus	G protein-coupled receptor 107(GPR107)
ENSBTAG00000005536	MEA1	Bos taurus	male-enhanced antigen 1(MEA1)
ENSBTAG00000031800	PPDPF	Bos taurus	pancreatic progenitor cell differentiation and proliferation factor(PPDPF)
ENSBTAG00000004206	LRRC55	Bos taurus	leucine rich repeat containing 55(LRRC55)
ENSBTAG00000006869	PHF20L1	Bos taurus	PHD finger protein 20 like 1(PHF20L1)
ENSBTAG00000006868	OTUD7A	Bos taurus	OTU deubiquitinase 7A(OTUD7A)
ENSBTAG00000031802	SPATA16	Bos taurus	spermatogenesis associated 16(SPATA16)
ENSBTAG00000004207	CD93	Bos taurus	CD93 molecule(CD93)
ENSBTAG00000018841	PTPN3	Bos taurus	protein tyrosine phosphatase non-receptor type 3(PTPN3)
ENSBTAG00000018843	SERPINA1	Bos taurus	serpin family A member 1(SERPINA1)
ENSBTAG00000017512	MAPT	Bos taurus	microtubule associated protein tau(MAPT)
ENSBTAG00000017605	AK2	Bos taurus	adenylate kinase 2(AK2)
ENSBTAG00000018937	HMOX2	Bos taurus	heme oxygenase 2(HMOX2)
ENSBTAG00000018938	CDIP1	Bos taurus	cell death inducing p53 target 1(CDIP1)
ENSBTAG00000017604	RAB13	Bos taurus	RAB13, member RAS oncogene family(RAB13)
ENSBTAG00000017602	TMEM45B	Bos taurus	transmembrane protein 45B(TMEM45B)
ENSBTAG00000018935	SETMAR	Bos taurus	SET domain without mariner transposase fusion(SETMAR)
ENSBTAG00000018936	LSS	Bos taurus	lanosterol synthase(LSS)
ENSBTAG00000006951	LMO2	Bos taurus	LIM domain only 2(LMO2)
ENSBTAG00000006950	COPS4	Bos taurus	COP9 signalosome subunit 4(COPS4)
ENSBTAG00000005620	RPS3	Bos taurus	ribosomal protein S3(RPS3)
ENSBTAG00000005622	LITAF	Bos taurus	lipopolysaccharide induced TNF factor(LITAF)
ENSBTAG00000005627	PAFAH1B2	Bos taurus	platelet activating factor acetylhydrolase 1b catalytic subunit 2(PAFAH1B2)
ENSBTAG00000006958	C23H6orf136	Bos taurus	chromosome 23 C6orf136 homolog(C23H6orf136)
ENSBTAG00000005628	CD52	Bos taurus	CD52 molecule(CD52)
ENSBTAG00000031917	SCAF8	Bos taurus	SR-related CTD associated factor 8(SCAF8)
ENSBTAG00000005629	CRYBG2	Bos taurus	crystallin beta-gamma domain containing 2(CRYBG2)
ENSBTAG00000006955	CPNE1	Bos taurus	copine 1(CPNE1)
ENSBTAG00000005623	SOAT2	Bos taurus	sterol O-acyltransferase 2(SOAT2)
ENSBTAG00000006954	ZNF432	Bos taurus	zinc finger protein 432(ZNF432)
ENSBTAG00000006957	SLC2A8	Bos taurus	solute carrier family 2 member 8(SLC2A8)
ENSBTAG00000005626	NEUROD4	Bos taurus	neuronal differentiation 4(NEUROD4)
ENSBTAG00000018948	HIF3A	Bos taurus	hypoxia inducible factor 3 subunit alpha(HIF3A)
ENSBTAG00000017616	ADSS1	Bos taurus	adenylosuccinate synthase 1(ADSS1)
ENSBTAG00000017615	PRLH	Bos taurus	prolactin releasing hormone(PRLH)
ENSBTAG00000017613	ZNF419	Bos taurus	zinc finger protein 419(ZNF419)
ENSBTAG00000018945	AMOTL1	Bos taurus	angiomotin like 1(AMOTL1)
ENSBTAG00000018946	NIBAN3	Bos taurus	niban apoptosis regulator 3(NIBAN3)
ENSBTAG00000017618	MAP3K10	Bos taurus	mitogen-activated protein kinase kinase kinase 10(MAP3K10)
ENSBTAG00000018947	SYT16	Bos taurus	synaptotagmin 16(SYT16)
ENSBTAG00000017617	BNIP5	Bos taurus	BCL2 interacting protein 5(BNIP5)
ENSBTAG00000005630	VWA7	Bos taurus	von Willebrand factor A domain containing 7(VWA7)
ENSBTAG00000006962	NFS1	Bos taurus	NFS1 cysteine desulfurase(NFS1)
ENSBTAG00000006961	NLRP13	Bos taurus	NLR family pyrin domain containing 13(NLRP13)
ENSBTAG00000005631	VARS1	Bos taurus	valyl-tRNA synthetase 1(VARS1)
ENSBTAG00000004300	LRRC8E	Bos taurus	leucine rich repeat containing 8 VRAC subunit E(LRRC8E)
ENSBTAG00000006963	RPL12	Bos taurus	ribosomal protein L12(RPL12)
ENSBTAG00000005633	ARHGEF28	Bos taurus	Rho guanine nucleotide exchange factor 28(ARHGEF28)
ENSBTAG00000004302	NDUFAF5	Bos taurus	NADH:ubiquinone oxidoreductase complex assembly factor 5(NDUFAF5)
ENSBTAG00000006960	DHX16	Bos taurus	DEAH-box helicase 16(DHX16)
ENSBTAG00000005638	CABYR	Bos taurus	calcium binding tyrosine phosphorylation regulated(CABYR)
ENSBTAG00000004307	VPS36	Bos taurus	vacuolar protein sorting 36 homolog(VPS36)
ENSBTAG00000006969	TUBB	Bos taurus	tubulin beta class I(TUBB)
ENSBTAG00000031906	ABHD16B	Bos taurus	abhydrolase domain containing 16B(ABHD16B)
ENSBTAG00000031905	LOC107131731	Bos taurus	interferon-induced transmembrane protein 3 pseudogene(LOC107131731)
ENSBTAG00000004303	SLC27A2	Bos taurus	solute carrier family 27 member 2(SLC27A2)
ENSBTAG00000005634	LSM2	Bos taurus	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated(LSM2)
ENSBTAG00000006966	NRM	Bos taurus	nurim(NRM)
ENSBTAG00000005635	TTC39C	Bos taurus	tetratricopeptide repeat domain 39C(TTC39C)
ENSBTAG00000006965	NLRP8	Bos taurus	NLR family pyrin domain containing 8(NLRP8)
ENSBTAG00000004305	RGS16	Bos taurus	regulator of G protein signaling 16(RGS16)
ENSBTAG00000018940	CRACR2A	Bos taurus	calcium release activated channel regulator 2A(CRACR2A)
ENSBTAG00000018941	CPXM2	Bos taurus	carboxypeptidase X, M14 family member 2(CPXM2)
ENSBTAG00000018942	SSX2IP	Bos taurus	SSX family member 2 interacting protein(SSX2IP)
ENSBTAG00000017611	CCSER2	Bos taurus	coiled-coil serine rich protein 2(CCSER2)
ENSBTAG00000017610	NFRKB	Bos taurus	nuclear factor related to kappaB binding protein(NFRKB)
ENSBTAG00000018915	FAM21A	Bos taurus	family with sequence similarity 21, member A(FAM21A)
ENSBTAG00000018917	EN2	Bos taurus	engrailed homeobox 2(EN2)
ENSBTAG00000018918	NDUFAF3	Bos taurus	NADH:ubiquinone oxidoreductase complex assembly factor 3(NDUFAF3)
ENSBTAG00000018912	ARHGEF1	Bos taurus	Rho guanine nucleotide exchange factor 1(ARHGEF1)
ENSBTAG00000018913	DALRD3	Bos taurus	DALR anticodon binding domain containing 3(DALRD3)
ENSBTAG00000018914	RAB25	Bos taurus	RAB25, member RAS oncogene family(RAB25)
ENSBTAG00000005600	OR10AH1	Bos taurus	olfactory receptor family 10 subfamily AH member 1(OR10AH1)
ENSBTAG00000018919	OR5AU1	Bos taurus	olfactory receptor family 5 subfamily AU member 1(OR5AU1)
ENSBTAG00000006937	ABCA10	Bos taurus	ATP binding cassette subfamily A member 10(ABCA10)
ENSBTAG00000005606	HOXC9	Bos taurus	homeobox C9(HOXC9)
ENSBTAG00000006936	MRPS18B	Bos taurus	mitochondrial ribosomal protein S18B(MRPS18B)
ENSBTAG00000006939	FGD3	Bos taurus	FYVE, RhoGEF and PH domain containing 3(FGD3)
ENSBTAG00000005607	ERCC6L	Bos taurus	ERCC excision repair 6 like, spindle assembly checkpoint helicase(ERCC6L)
ENSBTAG00000006938	PPM1F	Bos taurus	protein phosphatase, Mg2+/Mn2+ dependent 1F(PPM1F)
ENSBTAG00000006933	PPP1R10	Bos taurus	protein phosphatase 1 regulatory subunit 10(PPP1R10)
ENSBTAG00000005603	CXCL11	Bos taurus	C-X-C motif chemokine ligand 11(CXCL11)
ENSBTAG00000006934	CYP11A1	Bos taurus	cytochrome P450 family 11 subfamily A member 1(CYP11A1)
ENSBTAG00000005604	POPDC2	Bos taurus	popeye domain containing 2(POPDC2)
ENSBTAG00000018910	WDR6	Bos taurus	WD repeat domain 6(WDR6)
ENSBTAG00000018926	LEAP2	Bos taurus	liver enriched antimicrobial peptide 2(LEAP2)
ENSBTAG00000018928	QARS1	Bos taurus	glutaminyl-tRNA synthetase 1(QARS1)
ENSBTAG00000018922	TRMT10B	Bos taurus	tRNA methyltransferase 10B(TRMT10B)
ENSBTAG00000018924	QRICH1	Bos taurus	glutamine rich 1(QRICH1)
ENSBTAG00000018925	EXOSC3	Bos taurus	exosome component 3(EXOSC3)
ENSBTAG00000006940	USP48	Bos taurus	ubiquitin specific peptidase 48(USP48)
ENSBTAG00000006941	ATAT1	Bos taurus	alpha tubulin acetyltransferase 1(ATAT1)
ENSBTAG00000005616	BRS3	Bos taurus	bombesin receptor subtype 3(BRS3)
ENSBTAG00000006948	GARNL3	Bos taurus	GTPase activating Rap/RanGAP domain like 3(GARNL3)
ENSBTAG00000006947	ROPN1	Bos taurus	rhophilin associated tail protein 1(ROPN1)
ENSBTAG00000005617	SLC41A3	Bos taurus	solute carrier family 41 member 3(SLC41A3)
ENSBTAG00000006949	SPAG4	Bos taurus	sperm associated antigen 4(SPAG4)
ENSBTAG00000006943	EFCAB3	Bos taurus	EF-hand calcium binding domain 3(EFCAB3)
ENSBTAG00000005614	UXS1	Bos taurus	UDP-glucuronate decarboxylase 1(UXS1)
ENSBTAG00000006945	CCDC50	Bos taurus	coiled-coil domain containing 50(CCDC50)
ENSBTAG00000005615	CEACAM1	Bos taurus	carcinoembryonic antigen related cell adhesion molecule 1(CEACAM1)
ENSBTAG00000018920	TRIM47	Bos taurus	tripartite motif containing 47(TRIM47)
ENSBTAG00000018921	USP19	Bos taurus	ubiquitin specific peptidase 19(USP19)
ENSBTAG00000006914	PRR3	Bos taurus	proline rich 3(PRR3)
ENSBTAG00000006916	TAF15	Bos taurus	TATA-box binding protein associated factor 15(TAF15)
ENSBTAG00000006911	NUP107	Bos taurus	nucleoporin 107(NUP107)
ENSBTAG00000006910	ASRGL1	Bos taurus	asparaginase and isoaspartyl peptidase 1(ASRGL1)
ENSBTAG00000006919	SMAD4	Bos taurus	SMAD family member 4(SMAD4)
